Id;Gênero;RendaFamiliar;EducacaoPaterna;PeriodoDeAula;FezAulaParticular;EstadoCivilDosPais;PraticaEsportes;FilhoMaisVelho;NumIrmaos;TransporteEscolar;HorasDeEstudo;notaDeMatematica;notaDePortugues;notaDeCiencias
516;feminino;grupo D;superior incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;> 5 < 10;90;72;78
517;masculino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;3;onibus;< 5;62;67;64
518;masculino;grupo B;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;1;onibus;> 5 < 10;90;76;75
519;feminino;grupo C;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;2;;> 5 < 10;67;63;61
520;masculino;grupo C;mestrado;vespertino;sim;divorciado;eventualmente;sim;3;onibus;> 5 < 10;71;89;95
521;masculino;grupo C;some ensinao medio incompleto;matutino;sim;;eventualmente;nao;1;onibus;> 10;69;56;60
522;masculino;grupo B;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;0;carro;< 5;76;70;58
523;masculino;grupo B;ensinao medio incompleto;vespertino;sim;casado;nunca;sim;3;;> 5 < 10;55;63;64
524;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;;;> 5 < 10;57;45;47
525;masculino;grupo C;ensinao medio;matutino;;solteiro;eventualmente;sim;4;carro;> 5 < 10;63;62;53
526;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;;regularmente;nao;1;carro;> 10;25;27;19
527;masculino;grupo D;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;4;onibus;> 5 < 10;43;57;61
528;feminino;grupo A;superior incompleto;matutino;sim;solteiro;regularmente;sim;1;;> 10;79;71;74
529;feminino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;;sim;3;;> 10;45;42;47
530;feminino;grupo B;superior incompleto;matutino;nao;casado;eventualmente;sim;2;onibus;> 5 < 10;69;72;72
531;feminino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;2;onibus;> 10;90;96;89
532;feminino;grupo A;superior completo;matutino;;casado;regularmente;sim;0;carro;< 5;49;52;54
533;feminino;grupo C;superior incompleto;matutino;sim;divorciado;regularmente;sim;2;;< 5;85;86;86
534;feminino;;ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;0;carro;> 5 < 10;67;71;62
535;masculino;grupo E;ensinao medio incompleto;vespertino;nao;divorciado;regularmente;nao;4;;< 5;71;81;74
536;masculino;grupo D;ensinao medio incompleto;matutino;sim;;regularmente;;2;onibus;> 5 < 10;60;56;61
537;feminino;grupo E;mestrado;vespertino;nao;;nunca;sim;0;carro;> 5 < 10;68;80;66
538;masculino;grupo E;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;5;onibus;< 5;49;62;53
539;feminino;grupo C;superior incompleto;matutino;sim;casado;regularmente;nao;2;carro;< 5;51;49;46
543;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;nunca;nao;3;onibus;< 5;78;88;85
545;feminino;grupo A;ensinao medio;matutino;nao;divorciado;eventualmente;nao;4;carro;> 5 < 10;90;83;73
546;masculino;grupo C;some ensinao medio incompleto;matutino;nao;casado;nunca;sim;1;carro;< 5;25;34;38
547;feminino;grupo C;superior completo;vespertino;sim;casado;regularmente;sim;1;onibus;< 5;68;79;77
548;masculino;grupo D;ensinao medio incompleto;matutino;sim;casado;regularmente;sim;;onibus;> 10;94;100;100
549;feminino;grupo B;some ensinao medio incompleto;vespertino;sim;casado;eventualmente;nao;6;carro;> 10;73;71;74
550;masculino;grupo E;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;;3;onibus;> 5 < 10;63;70;65
551;feminino;grupo B;superior completo;matutino;nao;casado;regularmente;sim;;carro;> 5 < 10;71;63;67
552;feminino;grupo B;mestrado;matutino;nao;solteiro;eventualmente;nao;1;carro;> 5 < 10;66;81;78
553;masculino;grupo B;ensinao medio;matutino;sim;casado;regularmente;sim;4;carro;> 5 < 10;69;75;78
554;feminino;grupo E;superior incompleto;matutino;sim;solteiro;eventualmente;sim;1;onibus;> 5 < 10;94;98;94
555;feminino;grupo D;ensinao medio;vespertino;sim;casado;regularmente;sim;0;carro;< 5;65;74;81
556;masculino;grupo D;superior incompleto;matutino;sim;casado;eventualmente;sim;1;onibus;< 5;82;92;93
557;masculino;grupo E;superior completo;matutino;sim;casado;eventualmente;sim;;onibus;> 5 < 10;84;81;82
558;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;3;onibus;;70;67;68
559;feminino;grupo C;;matutino;nao;divorciado;eventualmente;sim;1;carro;> 10;67;74;77
560;feminino;grupo C;some ensinao medio incompleto;vespertino;sim;divorciado;regularmente;nao;2;carro;> 10;31;38;41
561;masculino;grupo D;ensinao medio;matutino;nao;solteiro;nunca;nao;1;carro;> 5 < 10;85;94;89
562;feminino;grupo B;superior completo;matutino;nao;casado;regularmente;sim;;;> 10;80;85;80
563;masculino;;ensinao medio incompleto;vespertino;nao;divorciado;regularmente;sim;3;onibus;> 10;65;63;69
564;feminino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;nao;4;;> 5 < 10;50;50;47
565;feminino;grupo C;superior incompleto;vespertino;nao;viuvo;nunca;sim;0;carro;< 5;56;69;71
566;feminino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;sim;2;onibus;< 5;79;82;81
567;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;sim;0;carro;> 5 < 10;69;83;82
568;feminino;grupo C;;matutino;nao;casado;nunca;sim;2;carro;> 5 < 10;61;71;66
569;masculino;grupo C;ensinao medio incompleto;vespertino;nao;solteiro;regularmente;nao;1;;> 5 < 10;41;56;55
571;feminino;grupo D;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;nao;2;carro;< 5;59;57;55
572;masculino;grupo A;superior incompleto;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;9;23;20
573;feminino;grupo D;ensinao medio;vespertino;nao;casado;eventualmente;nao;3;onibus;> 10;55;60;55
574;feminino;grupo B;mestrado;vespertino;nao;casado;regularmente;nao;2;onibus;> 5 < 10;75;83;87
575;feminino;;ensinao medio incompleto;vespertino;sim;casado;regularmente;sim;;onibus;> 5 < 10;81;88;95
576;masculino;grupo D;ensinao medio incompleto;vespertino;sim;divorciado;eventualmente;sim;1;onibus;> 5 < 10;89;82;94
577;masculino;grupo D;;vespertino;nao;solteiro;regularmente;nao;1;onibus;;63;53;53
578;feminino;grupo D;superior completo;matutino;sim;solteiro;eventualmente;sim;4;carro;> 5 < 10;87;81;86
579;masculino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;1;onibus;< 5;80;87;84
580;feminino;grupo B;superior incompleto;matutino;nao;viuvo;eventualmente;nao;2;;> 10;69;64;64
581;masculino;grupo D;ensinao medio;vespertino;sim;casado;regularmente;sim;1;onibus;< 5;80;92;98
582;masculino;grupo D;ensinao medio;vespertino;sim;casado;eventualmente;sim;3;carro;> 10;67;74;78
583;feminino;;superior incompleto;matutino;nao;casado;nunca;sim;0;onibus;> 10;62;65;60
584;masculino;grupo E;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;1;onibus;> 5 < 10;61;71;68
585;feminino;grupo E;some ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;3;onibus;> 10;86;81;78
586;feminino;grupo D;superior incompleto;vespertino;nao;casado;eventualmente;nao;4;onibus;< 5;48;61;60
587;masculino;grupo D;some ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;3;onibus;> 5 < 10;82;95;88
588;masculino;grupo E;ensinao medio incompleto;vespertino;sim;solteiro;regularmente;nao;3;onibus;< 5;48;60;56
589;masculino;grupo E;ensinao medio;vespertino;nao;solteiro;eventualmente;sim;0;carro;> 5 < 10;63;51;47
590;masculino;grupo C;superior completo;matutino;nao;casado;regularmente;;0;onibus;< 5;70;65;64
591;masculino;grupo C;ensinao medio;vespertino;nao;casado;regularmente;;1;;;75;55;59
592;masculino;grupo B;some ensinao medio incompleto;matutino;sim;solteiro;eventualmente;nao;3;onibus;< 5;55;55;57
593;feminino;grupo D;ensinao medio;matutino;sim;solteiro;eventualmente;sim;2;carro;< 5;70;63;70
594;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;nao;2;carro;> 5 < 10;69;68;73
595;feminino;grupo D;ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;1;carro;> 5 < 10;32;45;52
596;masculino;grupo C;superior incompleto;vespertino;nao;casado;eventualmente;nao;5;carro;> 5 < 10;47;57;61
597;masculino;grupo D;ensinao medio incompleto;vespertino;sim;divorciado;regularmente;sim;2;onibus;< 5;36;41;40
598;masculino;grupo B;;matutino;nao;solteiro;regularmente;sim;7;onibus;> 5 < 10;94;85;87
599;masculino;grupo D;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;5;carro;> 5 < 10;39;45;44
600;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;4;onibus;> 5 < 10;65;68;65
601;feminino;grupo B;ensinao medio;matutino;nao;solteiro;regularmente;sim;1;onibus;> 5 < 10;75;83;73
602;masculino;grupo C;ensinao medio;matutino;nao;casado;eventualmente;sim;2;carro;> 10;69;76;77
603;masculino;grupo B;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;1;onibus;> 5 < 10;43;42;35
604;feminino;grupo C;superior completo;matutino;nao;divorciado;eventualmente;nao;2;onibus;< 5;80;74;76
605;feminino;grupo C;superior incompleto;matutino;sim;casado;eventualmente;sim;0;carro;< 5;82;97;98
606;feminino;grupo C;ensinao medio incompleto;matutino;sim;;nunca;sim;;carro;> 5 < 10;47;62;64
607;feminino;;superior incompleto;matutino;nao;solteiro;eventualmente;nao;1;onibus;;81;86;83
608;masculino;grupo D;ensinao medio;matutino;nao;solteiro;regularmente;sim;4;onibus;;59;77;71
609;masculino;grupo C;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;;1;carro;> 10;100;89;90
610;masculino;grupo C;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;2;carro;> 10;71;60;56
612;masculino;grupo E;superior incompleto;matutino;sim;casado;eventualmente;sim;1;onibus;> 5 < 10;83;74;68
613;masculino;grupo B;ensinao medio;matutino;nao;casado;eventualmente;sim;0;onibus;> 10;64;69;61
614;masculino;grupo E;ensinao medio;matutino;nao;divorciado;;nao;5;onibus;> 10;55;58;51
615;feminino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;nao;2;carro;< 5;65;75;72
616;masculino;grupo C;some ensinao medio incompleto;matutino;sim;casado;regularmente;sim;6;onibus;> 5 < 10;52;50;55
617;feminino;grupo D;superior incompleto;vespertino;sim;casado;eventualmente;sim;1;onibus;> 5 < 10;63;69;72
618;masculino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;57;61;59
620;feminino;grupo C;;matutino;nao;solteiro;regularmente;sim;1;onibus;> 5 < 10;75;60;56
621;masculino;grupo E;ensinao medio incompleto;matutino;nao;solteiro;regularmente;sim;3;carro;< 5;53;67;72
622;feminino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;regularmente;sim;2;onibus;> 5 < 10;76;59;57
623;feminino;;mestrado;matutino;sim;divorciado;eventualmente;nao;;carro;> 5 < 10;73;90;88
624;masculino;grupo D;superior completo;matutino;nao;casado;regularmente;sim;1;carro;> 10;91;87;89
625;feminino;grupo D;ensinao medio incompleto;vespertino;nao;casado;nunca;nao;2;carro;> 10;64;64;62
626;feminino;grupo C;some ensinao medio incompleto;vespertino;nao;casado;regularmente;;1;onibus;> 5 < 10;48;58;49
627;masculino;grupo D;ensinao medio;vespertino;sim;solteiro;eventualmente;sim;;carro;< 5;60;73;74
628;feminino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;nao;1;carro;> 5 < 10;84;79;79
629;feminino;grupo B;superior incompleto;vespertino;nao;divorciado;eventualmente;sim;0;onibus;> 5 < 10;74;76;77
630;feminino;grupo B;ensinao medio incompleto;matutino;nao;divorciado;nunca;sim;1;onibus;> 5 < 10;75;72;72
631;feminino;grupo D;superior incompleto;matutino;nao;divorciado;regularmente;sim;1;;> 5 < 10;88;78;80
632;feminino;grupo D;mestrado;vespertino;nao;casado;nunca;sim;0;;< 5;63;78;79
633;masculino;grupo D;superior incompleto;matutino;sim;casado;eventualmente;sim;4;carro;> 5 < 10;76;82;88
634;masculino;grupo E;some ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;nao;4;carro;< 5;57;60;54
635;masculino;grupo D;ensinao medio;matutino;nao;casado;regularmente;nao;1;onibus;< 5;63;61;64
636;masculino;grupo C;ensinao medio;matutino;nao;solteiro;eventualmente;sim;3;;> 10;73;63;63
637;feminino;grupo E;superior completo;vespertino;nao;viuvo;regularmente;sim;2;onibus;< 5;74;71;68
638;masculino;grupo E;superior incompleto;matutino;nao;divorciado;eventualmente;sim;1;onibus;> 10;64;74;82
640;feminino;grupo E;superior incompleto;matutino;nao;solteiro;eventualmente;sim;0;carro;> 5 < 10;87;83;80
641;masculino;grupo E;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;onibus;< 5;95;94;93
642;masculino;grupo E;superior completo;vespertino;sim;casado;;sim;0;;> 5 < 10;99;98;98
643;feminino;grupo B;superior incompleto;matutino;sim;divorciado;regularmente;nao;3;carro;> 5 < 10;54;57;58
644;masculino;grupo D;some ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;1;onibus;;72;84;84
645;masculino;grupo C;ensinao medio;vespertino;nao;solteiro;eventualmente;nao;1;onibus;;66;59;56
646;feminino;grupo C;superior incompleto;vespertino;sim;casado;regularmente;sim;4;;< 5;44;52;55
647;feminino;grupo B;superior completo;matutino;sim;solteiro;eventualmente;sim;3;onibus;> 10;86;98;100
648;masculino;grupo A;ensinao medio incompleto;matutino;sim;solteiro;eventualmente;sim;3;carro;> 10;91;97;96
649;masculino;grupo A;superior completo;vespertino;;casado;eventualmente;nao;4;onibus;;89;88;86
650;feminino;grupo D;ensinao medio;vespertino;sim;casado;regularmente;sim;0;onibus;> 5 < 10;89;93;89
651;feminino;grupo C;ensinao medio incompleto;matutino;sim;solteiro;regularmente;sim;2;onibus;> 5 < 10;61;66;73
652;masculino;grupo C;ensinao medio;matutino;nao;divorciado;regularmente;sim;4;carro;> 5 < 10;52;69;63
654;masculino;grupo E;;matutino;nao;casado;regularmente;nao;1;carro;;85;77;75
655;masculino;grupo E;some ensinao medio incompleto;vespertino;nao;casado;eventualmente;sim;5;carro;> 5 < 10;57;63;55
656;masculino;grupo E;superior completo;vespertino;sim;viuvo;regularmente;sim;3;carro;> 5 < 10;95;84;88
657;feminino;grupo E;superior incompleto;matutino;sim;solteiro;eventualmente;sim;0;carro;> 5 < 10;96;78;84
658;feminino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;regularmente;nao;2;carro;> 5 < 10;58;56;56
659;masculino;grupo B;ensinao medio incompleto;matutino;nao;solteiro;regularmente;;2;onibus;< 5;34;38;36
660;masculino;grupo C;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;1;onibus;> 5 < 10;84;83;81
661;masculino;grupo A;;matutino;sim;solteiro;eventualmente;nao;3;onibus;> 5 < 10;59;51;47
662;feminino;grupo E;some ensinao medio incompleto;matutino;sim;casado;regularmente;;0;onibus;> 5 < 10;62;68;66
663;masculino;grupo D;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;sim;3;onibus;< 5;40;59;55
664;feminino;grupo D;some ensinao medio incompleto;matutino;nao;divorciado;nunca;sim;1;onibus;> 5 < 10;52;33;39
665;masculino;grupo E;superior incompleto;matutino;sim;casado;eventualmente;nao;1;onibus;> 5 < 10;93;98;98
666;masculino;grupo D;ensinao medio incompleto;vespertino;nao;solteiro;nunca;nao;6;carro;> 5 < 10;53;57;48
667;feminino;grupo B;ensinao medio;matutino;nao;solteiro;eventualmente;sim;3;carro;> 5 < 10;67;53;53
669;masculino;grupo D;ensinao medio;matutino;sim;;eventualmente;nao;2;onibus;> 5 < 10;84;93;95
670;masculino;grupo C;ensinao medio incompleto;vespertino;sim;casado;eventualmente;;1;onibus;;53;57;54
671;feminino;grupo E;superior incompleto;matutino;nao;solteiro;regularmente;nao;3;onibus;> 10;88;74;72
672;masculino;grupo C;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;nao;;onibus;> 5 < 10;68;87;82
673;feminino;grupo B;ensinao medio incompleto;matutino;sim;casado;regularmente;sim;1;onibus;> 10;82;75;80
674;masculino;grupo B;superior completo;vespertino;nao;casado;regularmente;sim;3;carro;< 5;46;47;57
675;feminino;grupo B;mestrado;matutino;nao;;eventualmente;nao;2;carro;< 5;70;77;68
676;feminino;grupo E;ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;;;> 5 < 10;62;81;81
677;feminino;grupo C;superior completo;vespertino;;solteiro;eventualmente;sim;0;carro;> 5 < 10;49;66;67
678;feminino;grupo E;ensinao medio incompleto;vespertino;sim;solteiro;eventualmente;nao;2;carro;> 5 < 10;75;84;87
679;masculino;grupo E;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;4;carro;> 5 < 10;66;82;76
680;feminino;grupo E;ensinao medio;matutino;nao;solteiro;eventualmente;sim;1;onibus;< 5;89;74;74
681;masculino;;ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;6;onibus;> 5 < 10;60;63;65
682;feminino;grupo B;;matutino;sim;casado;nunca;sim;2;carro;> 5 < 10;72;70;68
683;feminino;grupo E;mestrado;vespertino;nao;solteiro;eventualmente;sim;3;onibus;> 5 < 10;64;71;72
684;feminino;grupo D;superior incompleto;vespertino;sim;viuvo;eventualmente;;;carro;< 5;55;66;70
685;feminino;grupo C;ensinao medio incompleto;vespertino;nao;;regularmente;sim;5;carro;> 5 < 10;57;77;72
686;feminino;grupo E;ensinao medio;vespertino;nao;divorciado;eventualmente;nao;3;onibus;< 5;61;67;61
687;feminino;grupo D;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;2;onibus;< 5;57;68;67
688;feminino;grupo C;superior completo;vespertino;nao;solteiro;regularmente;nao;3;onibus;< 5;41;57;56
689;feminino;grupo D;ensinao medio;vespertino;nao;casado;eventualmente;sim;4;onibus;> 5 < 10;54;55;58
690;masculino;grupo E;ensinao medio incompleto;matutino;sim;casado;eventualmente;nao;2;carro;> 5 < 10;74;76;83
691;feminino;grupo C;;vespertino;;solteiro;eventualmente;sim;3;carro;> 5 < 10;68;74;68
692;feminino;grupo B;some ensinao medio incompleto;matutino;sim;divorciado;regularmente;nao;1;onibus;< 5;70;74;76
693;feminino;grupo D;superior incompleto;matutino;nao;casado;eventualmente;sim;1;carro;< 5;47;68;60
694;masculino;grupo E;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;nao;1;;> 5 < 10;59;75;69
695;masculino;grupo A;some ensinao medio incompleto;matutino;nao;casado;regularmente;sim;1;onibus;< 5;67;57;60
696;feminino;grupo A;some ensinao medio incompleto;vespertino;nao;casado;regularmente;sim;1;onibus;> 10;47;43;41
697;masculino;grupo B;ensinao medio;vespertino;nao;casado;eventualmente;nao;1;onibus;> 5 < 10;54;63;66
698;masculino;grupo E;ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;2;carro;> 10;78;75;77
699;feminino;grupo D;ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;6;onibus;< 5;63;64;62
700;feminino;grupo B;mestrado;matutino;sim;casado;eventualmente;nao;1;onibus;< 5;65;80;77
701;feminino;grupo C;;vespertino;nao;divorciado;eventualmente;sim;2;carro;> 5 < 10;43;54;57
702;masculino;grupo B;ensinao medio;vespertino;sim;casado;eventualmente;nao;3;;> 5 < 10;63;80;77
703;feminino;grupo C;;matutino;sim;divorciado;regularmente;sim;;onibus;< 5;74;73;74
704;masculino;grupo D;ensinao medio;matutino;nao;casado;regularmente;sim;1;onibus;< 5;59;68;79
705;feminino;grupo E;mestrado;vespertino;sim;casado;eventualmente;nao;5;onibus;> 5 < 10;72;69;68
706;masculino;grupo C;mestrado;matutino;sim;solteiro;regularmente;nao;3;carro;> 5 < 10;89;92;98
708;feminino;grupo D;ensinao medio incompleto;vespertino;nao;solteiro;eventualmente;nao;1;onibus;> 5 < 10;56;46;49
709;masculino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;3;carro;< 5;57;69;62
710;feminino;grupo C;superior incompleto;matutino;nao;divorciado;eventualmente;sim;1;onibus;> 5 < 10;62;64;62
711;masculino;grupo B;some ensinao medio incompleto;matutino;sim;casado;eventualmente;sim;2;onibus;> 5 < 10;86;90;94
712;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;eventualmente;sim;1;onibus;< 5;83;79;77
713;feminino;grupo E;superior incompleto;vespertino;nao;casado;regularmente;sim;4;onibus;< 5;54;56;60
714;masculino;grupo D;ensinao medio;matutino;nao;solteiro;eventualmente;nao;2;carro;< 5;58;67;71
715;masculino;;superior incompleto;matutino;sim;casado;;sim;1;onibus;> 5 < 10;74;66;70
716;masculino;grupo C;some ensinao medio incompleto;matutino;nao;solteiro;regularmente;nao;3;carro;> 5 < 10;86;89;82
717;feminino;grupo C;some ensinao medio incompleto;matutino;nao;casado;regularmente;nao;1;onibus;< 5;84;80;73
718;feminino;grupo C;;matutino;sim;casado;eventualmente;sim;5;carro;> 10;96;92;94
720;feminino;grupo A;mestrado;matutino;nao;solteiro;nunca;sim;2;onibus;< 5;66;83;78
721;masculino;grupo C;some ensinao medio incompleto;vespertino;nao;solteiro;regularmente;sim;1;onibus;< 5;33;41;46
723;feminino;grupo B;;matutino;sim;casado;nunca;nao;4;carro;> 5 < 10;59;56;50
724;feminino;grupo C;ensinao medio;matutino;sim;solteiro;nunca;sim;4;onibus;> 5 < 10;73;80;81
725;masculino;grupo C;superior incompleto;matutino;;casado;regularmente;nao;1;carro;> 5 < 10;86;98;92
726;feminino;grupo A;;vespertino;sim;casado;eventualmente;nao;1;onibus;> 5 < 10;66;64;72
728;feminino;grupo C;superior completo;matutino;nao;casado;eventualmente;sim;3;onibus;> 5 < 10;63;78;81
729;masculino;;superior incompleto;matutino;nao;solteiro;eventualmente;nao;1;onibus;> 5 < 10;53;77;73
730;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;sim;3;carro;> 5 < 10;91;87;83
731;feminino;grupo A;mestrado;vespertino;nao;solteiro;nunca;nao;;carro;< 5;52;54;53
732;feminino;grupo D;some ensinao medio incompleto;vespertino;;casado;nunca;nao;4;onibus;> 10;63;67;70
733;masculino;grupo B;ensinao medio;matutino;nao;casado;regularmente;sim;;carro;> 5 < 10;76;91;86
734;feminino;grupo D;superior incompleto;vespertino;nao;casado;eventualmente;sim;3;onibus;> 10;65;69;60
735;masculino;grupo B;superior completo;matutino;sim;casado;eventualmente;nao;1;onibus;< 5;42;56;61
736;masculino;grupo E;some ensinao medio incompleto;vespertino;sim;viuvo;nunca;sim;1;;> 5 < 10;72;65;59
737;masculino;grupo C;ensinao medio;vespertino;nao;;nunca;sim;1;onibus;> 5 < 10;61;61;56
738;masculino;grupo B;superior completo;matutino;nao;solteiro;regularmente;sim;;carro;> 5 < 10;86;82;77
739;masculino;grupo C;some ensinao medio incompleto;matutino;nao;divorciado;eventualmente;nao;2;onibus;> 5 < 10;84;82;74
740;masculino;grupo C;superior completo;matutino;nao;divorciado;nunca;;;carro;> 5 < 10;61;51;44
741;feminino;grupo C;some ensinao medio incompleto;matutino;sim;casado;nunca;sim;1;carro;> 10;72;75;74
742;feminino;grupo B;some ensinao medio incompleto;matutino;nao;;nunca;nao;1;carro;> 5 < 10;59;64;62
743;feminino;grupo C;ensinao medio;vespertino;nao;solteiro;regularmente;nao;3;;> 5 < 10;36;48;47
744;masculino;grupo A;some ensinao medio incompleto;matutino;;casado;eventualmente;nao;3;carro;> 10;63;73;78
745;masculino;grupo C;ensinao medio;matutino;nao;divorciado;eventualmente;nao;5;carro;;62;61;61
746;feminino;grupo E;ensinao medio;matutino;nao;casado;eventualmente;sim;0;carro;> 5 < 10;65;56;48
747;masculino;grupo D;ensinao medio;matutino;nao;casado;eventualmente;nao;1;;> 5 < 10;77;72;78
748;feminino;grupo D;superior incompleto;vespertino;sim;solteiro;regularmente;sim;;onibus;< 5;73;60;71
749;masculino;grupo A;superior completo;matutino;nao;casado;nunca;nao;1;carro;> 5 < 10;79;89;89
751;masculino;grupo C;superior completo;matutino;;;regularmente;sim;;onibus;> 5 < 10;74;64;64
752;masculino;grupo B;superior incompleto;matutino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;62;48;47
753;feminino;grupo B;ensinao medio;vespertino;nao;casado;nunca;nao;2;onibus;> 10;67;61;54
754;masculino;grupo B;ensinao medio incompleto;vespertino;nao;solteiro;;sim;2;onibus;< 5;39;55;50
755;masculino;grupo C;ensinao medio;matutino;nao;solteiro;regularmente;sim;1;onibus;> 5 < 10;38;45;45
756;masculino;;some ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;6;;< 5;46;50;46
758;masculino;grupo B;some ensinao medio incompleto;vespertino;sim;solteiro;regularmente;nao;1;onibus;> 5 < 10;86;86;87
759;masculino;grupo C;ensinao medio;vespertino;sim;solteiro;regularmente;sim;2;carro;< 5;71;71;72
760;feminino;grupo C;ensinao medio incompleto;matutino;nao;solteiro;eventualmente;sim;3;onibus;> 5 < 10;67;57;54
761;feminino;grupo D;superior incompleto;matutino;nao;casado;nunca;sim;1;onibus;> 5 < 10;69;69;75
762;feminino;grupo D;some ensinao medio incompleto;vespertino;nao;divorciado;eventualmente;sim;3;carro;> 10;62;75;71
763;feminino;;superior incompleto;matutino;sim;solteiro;eventualmente;sim;2;onibus;> 5 < 10;65;67;74
764;feminino;grupo B;superior incompleto;matutino;sim;casado;eventualmente;sim;0;onibus;< 5;64;65;73
765;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;eventualmente;nao;1;carro;< 5;70;81;86
766;masculino;grupo A;superior completo;matutino;nao;solteiro;eventualmente;sim;3;onibus;> 5 < 10;86;100;97
767;masculino;grupo E;superior incompleto;vespertino;sim;casado;regularmente;sim;;;< 5;56;54;57
768;masculino;grupo C;;matutino;nao;casado;eventualmente;sim;3;onibus;> 5 < 10;72;68;64
769;masculino;grupo D;superior incompleto;vespertino;nao;casado;eventualmente;sim;0;onibus;> 5 < 10;80;68;68
771;feminino;;superior incompleto;matutino;sim;casado;eventualmente;nao;3;carro;> 5 < 10;95;86;91
772;feminino;grupo D;some ensinao medio incompleto;matutino;sim;casado;regularmente;nao;1;carro;> 5 < 10;81;85;93
773;feminino;grupo E;superior incompleto;matutino;nao;divorciado;regularmente;sim;5;onibus;> 5 < 10;92;77;86
774;masculino;grupo D;ensinao medio;vespertino;nao;casado;eventualmente;nao;2;onibus;> 5 < 10;62;72;74
775;masculino;grupo B;superior incompleto;matutino;sim;solteiro;eventualmente;sim;3;carro;> 5 < 10;43;44;38
776;feminino;grupo A;superior incompleto;vespertino;nao;solteiro;eventualmente;sim;0;onibus;> 5 < 10;62;63;55
777;masculino;;superior incompleto;matutino;nao;divorciado;regularmente;sim;2;carro;< 5;69;74;76
778;feminino;;ensinao medio;matutino;sim;casado;eventualmente;sim;3;onibus;> 10;70;63;70
779;feminino;grupo C;some ensinao medio incompleto;matutino;sim;;eventualmente;sim;2;onibus;;56;64;67
780;feminino;grupo B;ensinao medio incompleto;matutino;nao;casado;regularmente;sim;1;carro;< 5;54;67;58
782;feminino;grupo B;some ensinao medio incompleto;matutino;nao;;regularmente;nao;1;;> 5 < 10;64;65;69
783;masculino;grupo D;superior incompleto;vespertino;nao;viuvo;eventualmente;sim;0;carro;> 10;67;88;84
